scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
555835,Y2039,681,SELL,65801400020123334
555835,C2572001,933,BUY,91020900020830807
555835,70087,129,BUY,10602600020199717
555835,X3SK169,351,BUY,32822600020159798
