scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
554412,76AL09,314,SELL,29120300020147906
554412,1500546104,126,SELL,10320600001985794
554412,D24682RK02,941,SELL,91820100020407873
554412,55021,390,BUY,36720100020446051
