scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
556114,S8040,250,BUY,22700100030155372
556114,S8040,250,BUY,22700100030155361
556114,S8040,250,BUY,22700100030155557
556114,H200022,158,SELL,13500100030151888
556114,Z1MCSKA9,291,SELL,26820500024928214
