scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id,,,,,,,,,,,,,,,,,,,,,,,
555835,N148308,635,BUY,61221700021169848,,,,,,,,,,,,,,,,,,,,,,,
555835,5901H019,149,BUY,12620100020579261,,,,,,,,,,,,,,,,,,,,,,,
555835,X32B1,238,SELL,21500400030194645,,,,,,,,,,,,,,,,,,,,,,,
555835,N14D1,493,SELL,47020300020810161,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
