scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
555835,2C030,42,SELL,1900700020393055
555835,Y2V44,46,SELL,2300300020322849
555835,T7OS24,514,SELL,49120200020966910
555835,41001,3048,BUY,302501200020121892
555835,P11101,3053,BUY,303020100020688120
