scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id,,,,,,,,,,,,,,,,,,,,,,,
554412,Q10AIP2084,635,SELL,61274900000038757,,,,,,,,,,,,,,,,,,,,,,,
