scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
556114,S8040,250,BUY,22700100030155692
556114,S8040,250,BUY,22700100030155660
556114,S8040,250,BUY,22700100030155595
556114,S8040,250,BUY,22700100030155650
556114,I19D219,3027,SELL,300421300020350709
