scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id,,,,,,,,,,,,,,,,,,,,,,,
554412,S8L,69,SELL,4600200000021147,,,,,,,,,,,,,,,,,,,,,,,
554412,S8L,69,SELL,4600200000021157,,,,,,,,,,,,,,,,,,,,,,,
554412,7009,183,BUY,16000200020193245,,,,,,,,,,,,,,,,,,,,,,,
554412,H20SK201,59,SELL,3601500020232454,,,,,,,,,,,,,,,,,,,,,,,
554412,R9203,205,BUY,18201700020113382,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
