scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
556155,87256,362,BUY,33900100020189069
556155,Q10001,428,SELL,40505600020189827
556155,4520,3147,SELL,312400200000006431
556155,K17TANA021,53,SELL,3020500020929202
556155,2070,185,BUY,16200300020230524
