scrip_code,big_ord_client_id,big_ord_member_code,big_order_type,order_id
555835,E23YGM5,696,BUY,67320800021000709
555835,W4124,472,BUY,44900600020215878
555835,E23EFN9,696,SELL,67321700020962975
555835,C2521K021,933,BUY,91020300020612995
